GLOBAL UNIQUE IDENTIFIER,LAST EDITED DATE,TAXONOMIC ORDER,CATEGORY,COMMON NAME,SCIENTIFIC NAME,SUBSPECIES COMMON NAME,SUBSPECIES SCIENTIFIC NAME,OBSERVATION COUNT,BREEDING BIRD ATLAS CODE,BREEDING BIRD ATLAS CATEGORY,AGE/SEX,COUNTRY,COUNTRY CODE,STATE,STATE CODE,COUNTY,COUNTY CODE,IBA CODE,BCR CODE,USFWS CODE,ATLAS BLOCK,LOCALITY,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,PROTOCOL CODE,PROJECT CODE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,HAS MEDIA,APPROVED,REVIEWED,REASON,TRIP COMMENTS,SPECIES COMMENTS,Column1
URN:CornellLabOfOrnithology:EBIRD:OBS570452991,1/23/2018 10:58,20240,species,Carolina Chickadee,Poecile carolinensis,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/23/2018,9:53:00 AM,obsr665305,S42178112,Stationary,P21,EBIRD,6,,,1,1,,0,1,0,,Sun porch sunny 50 degrees ,,
URN:CornellLabOfOrnithology:EBIRD:OBS566307685,1/11/2018 11:41,20240,species,Carolina Chickadee,Poecile carolinensis,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"100 Museum Dr, Montgomery US-AL (32.3512,-86.2072)",L6701796,P,32.351214,-86.20725,1/11/2018,10:36:00 AM,obsr665305,S41818553,Traveling,P22,EBIRD,5,0.196,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571610533,1/27/2018 15:19,20240,species,Carolina Chickadee,Poecile carolinensis,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Waugh Park,L2063613,H,32.35617,-86.0475,1/27/2018,10:52:00 AM,obsr35725,S42276380,Traveling,P22,EBIRD,41,0.483,,1,1,,0,1,0,,Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758203,1/9/2018 21:47,20240,species,Carolina Chickadee,Poecile carolinensis,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)",L6655649,P,32.3118441,-86.281822,1/2/2018,1:59:00 PM,obsr665305,S41604148,Traveling,P22,EBIRD,18,0.386,,2,1,G2836796,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570778457,1/24/2018 14:36,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Jackson Ferry Road,L6770691,P,32.4370618,-86.3125634,1/4/2018,9:53:00 AM,obsr231506,S42206979,Traveling,P22,EBIRD,17,1.609,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756626,1/3/2018 22:54,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr665305,S41603999,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566188167,1/10/2018 21:58,21319,species,Carolina Wren,Thryothorus ludovicianus,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/10/2018,9:20:00 AM,obsr940190,S41808890,Stationary,P21,EBIRD,40,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563148334,1/9/2018 21:46,21319,species,Carolina Wren,Thryothorus ludovicianus,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Bankhead Ave,L6654172,P,32.3488616,-86.2892284,1/2/2018,10:40:00 AM,obsr130801,S41550556,Traveling,P22,EBIRD,23,2.189,,2,1,G2836779,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS569612123,1/20/2018 21:34,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/18/2018,1:30:00 PM,obsr940190,S42111395,Stationary,P21,EBIRD,30,,,13,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS572269255,1/28/2018 21:58,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/23/2018,3:55:00 PM,obsr940190,S42328767,Stationary,P21,EBIRD,30,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS567597104,1/14/2018 22:07,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/14/2018,2:35:00 PM,obsr940190,S41920236,Stationary,P21,EBIRD,45,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757522,1/9/2018 21:46,21319,species,Carolina Wren,Thryothorus ludovicianus,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Bankhead Ave,L6654172,P,32.3488616,-86.2892284,1/2/2018,10:40:00 AM,obsr665305,S41604088,Traveling,P22,EBIRD,23,2.189,,2,1,G2836779,0,1,0,,Montgomery AL Christmas Bird Count,,
URN:CornellLabOfOrnithology:EBIRD:OBS570064707,1/21/2018 22:58,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/21/2018,10:25:00 AM,obsr940190,S42146876,Stationary,P21,EBIRD,35,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563085708,1/2/2018 9:30,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Powder Magazine Park,L662313,H,32.3819367,-86.3316554,1/2/2018,7:18:00 AM,obsr670353,S41545128,Traveling,P22,EBIRD,71,3.042,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563333648,1/3/2018 22:54,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr130801,S41567526,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757136,1/6/2018 18:32,21319,species,Carolina Wren,Thryothorus ludovicianus,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)",L6653584,P,32.3110495,-86.2963573,1/2/2018,8:54:00 AM,obsr665305,S41604043,Traveling,P22,EBIRD,39,1.448,,2,1,G2836769,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563226612,1/9/2018 21:47,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)",L6655649,P,32.3118441,-86.281822,1/2/2018,1:59:00 PM,obsr130801,S41557786,Traveling,P22,EBIRD,18,0.386,,2,1,G2836796,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563758205,1/9/2018 21:47,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4801-5085 Narrow Lane Road, Montgomery, Alabama, US (32.312, -86.282)",L6655649,P,32.3118441,-86.281822,1/2/2018,1:59:00 PM,obsr665305,S41604148,Traveling,P22,EBIRD,18,0.386,,2,1,G2836796,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS568540419,1/20/2018 18:48,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,The Waters--Entrance Ponds,L4015014,H,32.3362785,-86.0345364,1/17/2018,3:36:00 PM,obsr35725,S42007257,Stationary,P21,EBIRD,11,,,1,1,,0,1,0,,Weather sunny and cold with a moderate NW wind over a snowy landscape; temp 29 F. Stopped along road noting all birds detected. With Ethan Soehren.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563111023,1/6/2018 18:32,21319,species,Carolina Wren,Thryothorus ludovicianus,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4588-4988 Norman Bridge Road, Montgomery, Alabama, US (32.311, -86.296)",L6653584,P,32.3110495,-86.2963573,1/2/2018,8:54:00 AM,obsr130801,S41547367,Traveling,P22,EBIRD,39,1.448,,2,1,G2836769,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563756206,1/3/2018 22:52,21319,species,Carolina Wren,Thryothorus ludovicianus,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Fischer Rd,L6652815,P,32.2619956,-86.3541642,1/2/2018,6:38:00 AM,obsr665305,S41603953,Traveling,P22,EBIRD,21,1.609,,2,1,G2836750,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563302718,1/2/2018 18:14,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Montgomery, Alabama, US (32.389, -86.289)",L6657002,P,32.3889823,-86.2889358,1/2/2018,4:03:00 PM,obsr670353,S41564920,Traveling,P22,EBIRD,69,4.603,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571304139,1/30/2018 13:00,21319,species,Carolina Wren,Thryothorus ludovicianus,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"stakeout Tundra Swan, Pike Rd. (2018)",L6769689,H,32.262883,-86.081086,1/26/2018,7:39:00 AM,obsr136097,S42251701,Stationary,P21,EBIRD,5,,,1,1,,0,1,0,,31 F,,
URN:CornellLabOfOrnithology:EBIRD:OBS569052580,1/19/2018 11:28,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Zoo,L2303228,H,32.4193978,-86.2748623,1/19/2018,10:21:00 AM,obsr1002010,S42065905,Stationary,P21,EBIRD,5,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757402,1/6/2018 18:34,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Huntingdon College,L2482942,H,32.3501016,-86.285339,1/2/2018,10:07:00 AM,obsr665305,S41604072,Traveling,P22,EBIRD,30,0.789,,2,1,G2836776,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563135912,1/6/2018 18:34,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Huntingdon College,L2482942,H,32.3501016,-86.285339,1/2/2018,10:07:00 AM,obsr130801,S41549538,Traveling,P22,EBIRD,30,0.789,,2,1,G2836776,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570702323,1/25/2018 18:40,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"stakeout Tundra Swan, Pike Rd. (2018)",L6769689,H,32.262883,-86.081086,1/24/2018,8:10:00 AM,obsr35725,S42198226,Stationary,P21,EBIRD,23,,,2,1,G2891508,0,1,0,,Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.,,
URN:CornellLabOfOrnithology:EBIRD:OBS570751843,1/25/2018 18:40,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"stakeout Tundra Swan, Pike Rd. (2018)",L6769689,H,32.262883,-86.081086,1/24/2018,8:10:00 AM,obsr231506,S42204338,Stationary,P21,EBIRD,23,,,2,1,G2891508,0,1,0,,Weather sunny with some thin high cirrus clouds and cold; temp 37 F. Follow up of reported TUSW noting all birds detected during visit.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757901,1/3/2018 22:59,21319,species,Carolina Wren,Thryothorus ludovicianus,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"2718 Windsor Avenue, Montgomery, Alabama, US (32.385, -86.272)",L6655056,P,32.3852226,-86.2716158,1/2/2018,12:14:00 PM,obsr665305,S41604123,Stationary,P21,EBIRD,47,,,2,1,G2836784,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563196088,1/3/2018 22:59,21319,species,Carolina Wren,Thryothorus ludovicianus,,,2,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"2718 Windsor Avenue, Montgomery, Alabama, US (32.385, -86.272)",L6655056,P,32.3852226,-86.2716158,1/2/2018,12:14:00 PM,obsr130801,S41554809,Stationary,P21,EBIRD,47,,,2,1,G2836784,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570986321,1/26/2018 8:08,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"6687–7007 Old Pike Rd, Pike Road US-AL (32.2624,-86.0808)",L6773728,P,32.262419,-86.080831,1/25/2018,8:42:00 AM,obsr610490,S42224471,Traveling,P22,EBIRD,20,1.609,,2,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566773057,1/12/2018 22:25,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home Area,L6052570,P,32.3776781,-86.2292218,1/12/2018,1:10:00 PM,obsr940190,S41855815,Stationary,P21,EBIRD,35,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563269481,1/2/2018 22:08,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery - Jackson Ferry Road,L1057070,P,32.4228988,-86.3043022,1/2/2018,3:37:00 PM,obsr35725,S41561819,Traveling,P22,EBIRD,20,0.402,,3,1,G2833084,0,1,0,,Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS567949655,1/15/2018 19:53,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Ramer, Alabama",L5830207,P,32.054564,-86.219386,1/15/2018,10:32:00 AM,obsr688433,S41948829,Stationary,P21,EBIRD,40,,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS570438148,1/23/2018 9:48,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/23/2018,8:38:00 AM,obsr665305,S42176903,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Sun porch exercise bike 46 degrees sunny ,,
URN:CornellLabOfOrnithology:EBIRD:OBS563461800,1/3/2018 8:33,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery - Jackson Ferry Road,L1057070,P,32.4228988,-86.3043022,1/2/2018,3:37:00 PM,obsr228192,S41578271,Traveling,P22,EBIRD,20,0.402,,3,1,G2833084,0,1,0,,Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS569026062,1/19/2018 9:19,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/19/2018,8:08:00 AM,obsr665305,S42063436,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Sun porch exercise bike 18 degrees sunny snow almost melted ,,
URN:CornellLabOfOrnithology:EBIRD:OBS565401829,1/8/2018 10:53,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/8/2018,9:43:00 AM,obsr665305,S41742845,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Sun porch exercise bike ,,
URN:CornellLabOfOrnithology:EBIRD:OBS569756414,1/21/2018 10:43,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Home,L5282730,P,32.3804326,-86.2308741,1/21/2018,9:34:00 AM,obsr665305,S42122044,Stationary,P21,EBIRD,10,,,1,1,,0,1,0,,Sun porch exercise bike 52 degrees sunny ,,
URN:CornellLabOfOrnithology:EBIRD:OBS563383229,1/2/2018 22:08,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery - Jackson Ferry Road,L1057070,P,32.4228988,-86.3043022,1/2/2018,3:37:00 PM,obsr136097,S41571407,Traveling,P22,EBIRD,20,0.402,,3,1,G2833084,0,1,0,,Montgomery CBC; weather clear with a few thin cirrus clouds and cold; temp 36 F. Walked roadside noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS571610536,1/27/2018 15:19,21319,species,Carolina Wren,Thryothorus ludovicianus,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Waugh Park,L2063613,H,32.35617,-86.0475,1/27/2018,10:52:00 AM,obsr35725,S42276380,Traveling,P22,EBIRD,41,0.483,,1,1,,0,1,0,,Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563063172,1/3/2018 22:52,21319,species,Carolina Wren,Thryothorus ludovicianus,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Fischer Rd,L6652815,P,32.2619956,-86.3541642,1/2/2018,6:38:00 AM,obsr130801,S41543067,Traveling,P22,EBIRD,21,1.609,,2,1,G2836750,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS573531046,2/2/2018 11:43,2183,species,Cattle Egret,Bubulcus ibis,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Old Pike Rd,L6810552,P,32.2755586,-86.100347,1/28/2018,2:00:00 PM,obsr231506,S42433387,Incidental,P20,EBIRD,,,,2,0,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571624348,1/27/2018 15:16,2183,species,Cattle Egret,Bubulcus ibis,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"4949–4999 Pike Rd, Pike Road US-AL (32.2744,-86.1001)",L6783798,P,32.274373,-86.100074,1/27/2018,12:28:00 PM,obsr35725,S42277514,Incidental,P20,EBIRD,,,,1,0,,1,1,0,,Brief stop to note observation of Cattle Egret foraging in pasture with cattle.,Observed single individual foraging in pasture with cattle along roadside. Photos.,
URN:CornellLabOfOrnithology:EBIRD:OBS563756618,1/3/2018 22:54,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,15,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr665305,S41603999,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757784,1/3/2018 22:59,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oak Park,L2612975,H,32.3692002,-86.2869912,1/2/2018,11:12:00 AM,obsr665305,S41604109,Traveling,P22,EBIRD,12,1.963,,2,1,G2836782,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563085721,1/2/2018 9:30,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Powder Magazine Park,L662313,H,32.3819367,-86.3316554,1/2/2018,7:18:00 AM,obsr670353,S41545128,Traveling,P22,EBIRD,71,3.042,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563156902,1/3/2018 22:59,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Oak Park,L2612975,H,32.3692002,-86.2869912,1/2/2018,11:12:00 AM,obsr130801,S41551303,Traveling,P22,EBIRD,12,1.963,,2,1,G2836782,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563333640,1/3/2018 22:54,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,15,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Windham Rd., Pintlala",L665057,H,32.1883615,-86.3681602,1/2/2018,8:02:00 AM,obsr130801,S41567526,Traveling,P22,EBIRD,18,1.706,,2,1,G2836759,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563757408,1/6/2018 18:34,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Huntingdon College,L2482942,H,32.3501016,-86.285339,1/2/2018,10:07:00 AM,obsr665305,S41604072,Traveling,P22,EBIRD,30,0.789,,2,1,G2836776,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563135918,1/6/2018 18:34,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,4,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Huntingdon College,L2482942,H,32.3501016,-86.285339,1/2/2018,10:07:00 AM,obsr130801,S41549538,Traveling,P22,EBIRD,30,0.789,,2,1,G2836776,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563256236,1/3/2018 16:12,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,22,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Landfill,L1056785,H,32.4115595,-86.3283026,1/2/2018,2:42:00 PM,obsr35725,S41560657,Traveling,P22,EBIRD,43,1.174,,3,1,G2833082,0,1,0,,Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563461860,1/3/2018 16:12,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,22,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Landfill,L1056785,H,32.4115595,-86.3283026,1/2/2018,2:42:00 PM,obsr228192,S41578277,Traveling,P22,EBIRD,43,1.174,,3,1,G2833082,0,1,0,,Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563337311,1/3/2018 16:14,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,5,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Maxwell AFB, Ala",L6657502,P,32.3849212,-86.3452243,1/2/2018,8:50:00 AM,obsr670353,S41567802,Traveling,P22,EBIRD,269,17.236,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS563383180,1/3/2018 16:12,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,22,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Montgomery Landfill,L1056785,H,32.4115595,-86.3283026,1/2/2018,2:42:00 PM,obsr136097,S41571405,Traveling,P22,EBIRD,43,1.174,,3,1,G2833082,0,1,0,,Montgomery CBC; weather sunny and cold; temp 39 F. Walked roadside and bridge overlooking landfill noting all birds detected. With John Trent and Ashley Peters.,,
URN:CornellLabOfOrnithology:EBIRD:OBS563253803,1/2/2018 16:22,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,16,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"3818-4200 Washington Ferry Road, Montgomery, Alabama, US (32.393, -86.389)",L6656182,P,32.3929102,-86.3889303,1/2/2018,1:38:00 PM,obsr670353,S41560404,Traveling,P22,EBIRD,104,5.761,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS571610548,1/27/2018 15:19,27738,species,Cedar Waxwing,Bombycilla cedrorum,,,6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Waugh Park,L2063613,H,32.35617,-86.0475,1/27/2018,10:52:00 AM,obsr35725,S42276380,Traveling,P22,EBIRD,41,0.483,,1,1,,0,1,0,,Weather overcast with periods of very light rain; temp 60 F. Walked paved quarter mile trail loop within perimeter of park twice noting all birds detected. Large chorus of Pseudacris feriarum calling from shallow pool in adjacent forested wetland.,,
URN:CornellLabOfOrnithology:EBIRD:OBS566012501,1/11/2018 11:09,29554,species,Chipping Sparrow,Spizella passerina,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"Rudder Rd., Hope Hull",L982093,H,32.2531502,-86.3512194,1/3/2018,12:20:00 PM,obsr231506,S41794423,Traveling,P22,EBIRD,30,0.805,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS566368574,1/11/2018 14:58,29554,species,Chipping Sparrow,Spizella passerina,,,1,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,AL River Parkway,L6702678,P,32.4409011,-86.2897968,1/4/2018,9:30:00 AM,obsr231506,S41823602,Traveling,P22,EBIRD,22,2.414,,1,1,,0,1,0,,,,
URN:CornellLabOfOrnithology:EBIRD:OBS573616599,5/1/2018 13:28,29554,species,Chipping Sparrow,Spizella passerina,,,6,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,Pelzer AVE,L6811785,P,32.389025,-86.2544239,1/30/2018,9:00:00 AM,obsr1013387,S42440448,Stationary,P21,EBIRD,420,,,1,1,,0,1,0,,Back Yard Feeder,,
URN:CornellLabOfOrnithology:EBIRD:OBS570795959,1/24/2018 15:48,29554,species,Chipping Sparrow,Spizella passerina,,,3,,,,United States,US,Alabama,US-AL,Montgomery,US-AL-101,,27,,,"2767–3095 Flowers Rd, Mathews US-AL (32.2558,-86.0013)",L6770998,P,32.255774,-86.001265,1/24/2018,2:22:00 PM,obsr665305,S42208558,Traveling,P22,EBIRD,8,2.228,,1,1,,0,1,0,,Driving and pausing ,,
